ID	Year_Birth	Education	Marital_Status	Income	Kidhome	Teenhome	Dt_Customer	Recency	MntWines	MntFruits	MntMeatProducts	MntFishProducts	MntSweetProducts	MntGoldProds	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	AcceptedCmp3	AcceptedCmp4	AcceptedCmp5	AcceptedCmp1	AcceptedCmp2	Complain	Z_CostContact	Z_Revenue	Response
3174 1959 2 3 87771 0 1 734917 61 1492 38 287 50 57 33 1 5 10 4 6 0 1 1 1 1 0 3 11 1 
7685 1978 2 4 33039 1 0 735024 4 30 8 12 8 8 12 1 2 0 4 5 0 0 0 0 0 0 3 11 0 
3179 1980 2 0 81741 0 0 734941 75 249 153 940 58 134 38 0 6 6 7 2 0 0 0 0 0 0 3 11 0 
9780 1971 3 3 71499 0 1 734950 12 465 25 132 136 0 37 2 8 3 13 4 0 0 0 0 0 0 3 11 0 
10681 1970 1 4 62466 0 1 735155 13 129 129 259 168 121 83 5 6 3 12 4 0 0 0 0 0 0 3 11 0 
10232 1963 4 1 48799 0 1 735080 9 174 18 81 28 6 24 3 3 2 7 3 0 0 0 0 0 0 3 11 0 
4184 1950 4 3 52157 0 1 735297 48 189 2 29 3 2 40 2 3 2 5 4 0 0 0 0 0 0 3 11 0 
9120 1962 2 0 66565 0 1 734745 80 747 10 161 65 40 42 4 4 2 9 8 0 0 0 0 0 0 3 11 0 
891 1951 3 3 29298 1 1 735022 60 6 0 2 2 0 1 1 1 0 2 5 0 0 0 0 0 0 3 11 0 
10381 1979 2 0 47691 0 1 734960 43 14 0 3 0 0 4 1 1 0 2 6 0 0 0 0 0 0 3 11 0 
3525 1970 2 3 38200 1 1 734747 19 12 0 4 0 0 1 1 1 0 2 7 0 0 0 0 0 0 3 11 0 
6818 1974 2 4 44989 0 1 734662 26 98 0 106 49 10 106 5 5 1 5 6 0 0 0 0 0 0 3 11 0 
3526 1968 4 4 38443 1 1 735167 58 32 0 5 0 0 1 2 1 0 3 7 0 0 0 0 0 0 3 11 0 
8181 1978 1 0 38593 1 0 735028 42 51 12 49 17 24 24 3 4 1 3 8 0 0 0 0 0 0 3 11 0 
1029 1970 4 3 64413 0 1 734986 27 200 5 44 0 10 20 1 5 1 5 5 0 0 0 0 0 0 3 11 0 
7369 1981 3 4 36959 1 0 735047 56 25 6 25 6 0 0 2 2 0 3 8 0 0 0 0 0 0 3 11 0 
2574 1977 4 4 61996 0 1 734806 27 1050 12 144 0 0 24 3 6 4 8 5 0 1 0 1 1 0 3 11 1 
8159 1968 2 4 51287 1 1 735231 10 117 0 22 13 0 30 3 4 1 3 7 0 0 0 0 0 0 3 11 0 
1160 1970 2 4 13260 1 1 735008 48 9 4 17 10 2 7 4 3 0 3 8 0 0 0 0 0 0 3 11 0 
10242 1966 4 3 47472 1 1 735031 39 56 0 11 0 0 8 2 2 0 4 5 0 0 0 0 0 0 3 11 0 
5253 1956 3 3 54603 1 1 734964 85 145 13 46 17 2 4 6 4 2 4 7 0 0 0 0 0 0 3 11 0 
5966 1974 4 4 45207 1 1 734720 64 203 0 10 0 0 2 5 3 1 6 6 0 1 0 0 0 0 3 11 0 
5314 1951 2 3 40689 0 1 734853 69 270 3 27 39 6 99 7 7 1 5 8 0 0 0 0 0 0 3 11 0 
5081 1967 1 3 47821 1 1 735065 54 9 0 16 6 6 10 1 1 0 3 8 0 0 0 0 0 0 3 11 0 
5123 1951 3 4 27450 0 0 734880 57 37 12 23 8 11 52 1 2 1 3 7 0 0 0 0 0 0 3 11 0 
5756 1983 2 3 39453 1 0 735233 64 46 0 7 0 0 2 2 2 0 3 6 0 0 0 0 0 0 3 11 0 
8036 1971 1 3 26850 1 1 735248 10 31 1 13 7 2 9 4 2 1 4 4 0 0 0 0 0 0 3 11 0 
9058 1955 2 2 79800 0 0 734673 65 1060 21 530 32 0 224 1 5 11 5 3 1 0 1 1 0 0 3 11 1 
5057 1961 3 4 61794 0 1 735029 74 264 47 188 54 47 11 2 4 4 10 2 0 0 0 0 0 0 3 11 0 
254 1955 2 3 53863 0 1 735277 4 399 4 30 6 4 30 3 7 1 7 7 0 1 0 0 0 0 3 11 0 
4179 1959 2 3 24221 0 0 735005 94 8 9 9 2 5 22 1 1 1 3 4 0 0 0 0 0 0 3 11 0 
3710 1984 4 0 39684 1 0 734692 41 19 0 35 6 4 17 2 2 1 2 7 0 0 0 0 0 1 3 11 1 
7627 1975 3 4 92163 0 0 734752 25 817 183 797 106 163 20 0 5 11 5 2 0 0 1 1 0 0 3 11 1 
4501 1965 3 0 69882 0 0 735085 94 292 127 635 132 127 165 1 3 7 9 1 0 0 0 0 0 0 3 11 0 
6424 1977 2 3 33178 1 0 735170 9 12 6 2 11 2 16 1 1 0 3 4 0 0 0 0 0 0 3 11 0 
3075 1972 4 4 59973 0 0 735026 47 130 30 168 20 34 0 1 3 4 7 1 0 0 0 0 0 0 3 11 0 
4992 1975 3 3 17459 1 0 735034 12 6 4 16 3 10 30 3 3 1 2 7 0 0 0 0 0 0 3 11 1 
5252 1969 2 1 23910 1 0 734706 80 16 12 18 7 1 13 1 2 0 3 7 0 0 0 0 0 0 3 11 0 
7444 1969 3 4 42169 1 1 735064 20 19 0 9 0 0 2 2 1 0 3 8 0 0 0 0 0 0 3 11 0 
6919 1978 1 4 26224 1 0 734929 39 4 7 15 13 9 15 3 2 1 3 6 0 0 0 0 0 0 3 11 0 
3537 1981 2 3 31089 1 0 734637 57 31 3 31 2 8 4 3 3 0 4 8 0 0 0 0 0 0 3 11 0 
10277 1961 2 0 30081 0 1 734826 27 36 0 2 0 0 4 1 1 0 3 7 0 0 0 0 0 0 3 11 0 
2453 1960 2 3 62807 0 1 734651 83 526 28 135 10 21 99 3 5 3 12 5 0 0 0 0 0 0 3 11 0 
7972 1955 2 0 72906 0 0 735032 79 400 32 519 71 75 54 1 3 4 9 1 0 0 0 0 0 0 3 11 0 
895 1948 4 4 61467 0 2 734749 69 410 16 114 0 5 49 3 5 2 10 5 0 0 0 0 0 0 3 11 0 
1177 1966 3 3 49618 1 1 734801 77 80 3 26 4 2 14 4 3 1 3 7 0 0 0 0 0 0 3 11 0 
7141 1986 3 0 21888 1 0 734769 15 88 10 46 2 3 64 4 5 1 2 10 0 0 0 0 0 0 3 11 1 
7232 1973 2 2 42429 0 1 735181 99 55 0 6 2 0 4 2 1 1 3 5 0 0 0 0 0 0 3 11 0 
8477 1956 2 1 26150 2 1 734846 61 5 1 13 3 5 1 1 1 0 3 7 0 0 0 0 0 0 3 11 0 
2457 1975 0 4 30801 0 1 734706 23 8 4 5 15 2 11 2 1 0 3 7 0 0 0 0 0 0 3 11 0 
988 1965 2 4 81168 0 0 735267 84 410 0 592 147 22 22 1 6 4 7 3 0 0 0 1 0 0 3 11 0 
7930 1969 3 0 26877 0 0 735004 74 101 13 76 20 18 40 2 3 1 6 6 0 0 0 0 0 0 3 11 0 
4587 1944 3 2 45006 0 0 734973 90 162 25 53 16 0 10 1 3 1 7 3 0 0 0 0 0 0 3 11 0 
6682 1973 0 4 18978 1 0 734751 41 2 8 1 4 7 15 1 1 0 3 8 0 0 0 0 0 0 3 11 0 
6222 1967 2 4 22574 2 1 735073 28 25 0 8 2 0 2 2 2 0 3 7 0 0 0 0 0 0 3 11 0 
10299 1969 4 0 48240 0 0 734719 73 389 91 248 64 49 41 3 6 3 13 5 0 0 0 0 0 0 3 11 1 
3083 1974 2 4 45837 1 1 734981 88 215 13 87 17 17 24 5 6 2 5 7 0 0 0 0 0 0 3 11 0 
8953 1965 3 0 35791 2 1 734901 94 27 0 5 0 0 3 2 1 0 3 8 0 0 0 0 0 0 3 11 0 
1503 1976 4 3 162397 1 1 734928 31 85 1 16 2 1 2 0 0 0 1 1 0 0 0 0 0 0 3 11 0 
8650 1978 2 2 54162 1 1 734853 31 5 6 10 6 5 10 1 1 0 3 4 0 0 0 0 0 0 3 11 0 
10862 1960 3 4 30522 0 1 734637 6 179 8 83 19 11 26 5 1 2 9 2 0 0 0 0 0 0 3 11 0 
2782 1961 4 4 54456 0 1 734966 23 352 0 27 10 0 15 3 6 1 7 6 0 0 0 0 0 0 3 11 0 
6941 1971 2 0 31632 0 0 734969 92 17 8 12 11 15 32 1 2 1 2 7 0 0 0 0 0 0 3 11 0 
10972 1949 2 2 72298 0 0 735210 52 625 35 169 58 17 35 1 4 3 6 1 0 1 1 0 0 0 3 11 0 
10708 1978 1 0 36975 1 0 735133 50 10 6 11 0 4 2 1 1 0 3 7 0 0 0 0 0 0 3 11 0 
6583 1955 1 4 72635 0 0 734928 54 390 22 323 104 35 107 1 6 8 6 3 0 0 0 1 0 0 3 11 0 
3641 1976 2 4 13624 1 0 734795 93 10 2 15 2 1 6 2 2 0 3 6 0 0 0 0 0 0 3 11 0 
10156 1975 2 0 84196 0 1 734928 56 215 63 507 231 31 190 1 8 4 7 3 0 0 0 0 0 0 3 11 0 
4299 1960 2 3 70971 0 1 734671 28 1001 17 572 93 125 17 7 11 11 5 7 0 0 0 0 0 0 3 11 1 
3469 1977 4 1 34487 1 1 734656 94 19 18 33 24 1 8 3 3 0 3 9 0 0 0 0 0 0 3 11 0 
5063 1977 2 0 28769 1 0 734758 76 41 5 129 10 3 3 3 4 1 4 9 0 0 0 0 0 0 3 11 0 
10727 1970 4 4 69084 1 0 735094 43 1181 107 199 39 30 30 2 7 3 13 8 0 0 0 0 0 0 3 11 0 
9624 1958 4 3 65488 0 0 735303 46 603 45 207 36 18 54 1 3 4 6 1 0 0 0 0 0 0 3 11 0 
5156 1970 1 4 62466 0 1 735155 13 129 129 259 168 121 83 5 6 3 12 4 0 0 0 0 0 0 3 11 0 
4376 1960 1 0 32218 0 0 735185 27 10 24 15 13 1 30 1 2 1 3 7 1 0 0 0 0 0 3 11 1 
8923 1973 2 0 83917 0 0 734883 12 514 22 732 42 198 79 1 6 7 7 3 0 0 0 0 0 0 3 11 1 
8461 1962 2 1 46102 2 1 735210 3 14 0 1 0 0 1 1 1 0 2 7 0 0 0 0 0 0 3 11 0 
6945 1952 2 0 84574 0 0 734929 72 387 20 713 38 54 163 1 9 11 11 5 0 0 0 0 0 0 3 11 0 
944 1962 2 4 56181 0 1 734783 6 121 103 69 8 44 48 1 4 2 7 4 0 0 0 0 0 0 3 11 0 
1907 1950 3 1 63120 0 1 734678 53 965 69 279 54 41 69 5 8 4 9 7 0 0 0 0 0 0 3 11 1 
701 1971 2 4 73691 0 1 735081 58 707 21 250 85 43 73 2 6 2 8 2 1 0 0 0 0 0 3 11 0 
3856 1960 2 3 63381 0 1 734685 78 571 50 142 33 50 159 4 4 5 13 2 0 0 0 0 0 0 3 11 0 
4149 1948 4 3 76140 0 0 735273 57 586 66 653 17 0 26 1 5 9 6 2 0 0 0 0 0 0 3 11 0 
2131 1959 4 1 62859 0 1 734770 37 1063 89 102 16 12 25 4 9 4 6 6 0 0 0 0 0 0 3 11 0 
2942 1964 2 0 45906 0 1 734902 20 305 3 27 4 3 144 2 5 4 4 5 1 0 0 0 0 0 3 11 0 
1173 1947 3 3 77632 0 0 734845 73 1200 105 758 0 42 147 1 4 2 6 2 0 1 1 0 0 0 3 11 1 
4381 1971 4 4 46463 1 1 735003 56 163 2 40 8 11 11 7 3 1 6 6 0 0 0 0 0 0 3 11 0 
4611 1970 2 3 105471 0 0 734796 36 1009 181 104 202 21 207 0 9 8 13 3 0 0 1 1 0 0 3 11 1 
3376 1970 3 1 55282 1 0 735118 9 125 6 73 8 4 19 1 3 1 6 4 0 0 0 0 0 0 3 11 0 
4679 1977 3 4 78710 0 1 735283 42 721 0 152 119 50 50 3 7 6 12 4 0 0 0 0 0 0 3 11 0 
10928 1958 2 3 66886 0 1 735031 28 315 4 62 41 31 146 2 7 1 7 5 0 0 0 0 0 0 3 11 0 
4248 1960 3 0 98777 0 0 735187 23 1000 19 711 125 115 38 0 4 6 9 1 0 1 0 0 0 0 3 11 0 
6728 1985 2 3 29103 1 0 734647 38 16 0 17 6 3 6 2 1 0 3 9 0 0 0 0 0 0 3 11 0 
6661 1974 2 4 67445 0 1 734632 63 757 80 217 29 80 11 5 9 6 12 6 0 0 0 0 0 0 3 11 0 
4725 1950 4 3 50616 0 1 735243 71 30 2 25 0 1 9 1 1 1 4 2 0 0 0 0 0 0 3 11 0 
3277 1955 2 1 49431 0 1 734623 9 219 3 100 26 0 17 2 7 1 5 8 0 0 0 0 0 0 3 11 0 
5555 1975 2 1 153924 0 0 735177 81 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 3 11 0 
2564 1953 2 3 61278 0 1 735144 87 111 3 28 2 6 15 2 3 1 4 6 0 0 0 0 0 0 3 11 0 
946 1958 1 3 26490 0 0 734672 92 45 47 52 21 20 25 2 3 1 5 6 0 0 0 0 0 0 3 11 0 
3867 1947 4 3 73059 0 1 735016 36 410 112 420 0 82 71 1 9 3 13 4 0 0 0 0 0 0 3 11 0 
6940 1966 4 0 46734 1 2 735066 86 100 1 39 6 1 76 4 3 2 3 6 1 0 0 0 0 0 3 11 0 
55 1963 2 3 56253 0 1 734747 83 509 0 65 7 11 5 4 7 2 9 6 0 0 0 0 0 0 3 11 0 
7093 1985 2 4 19986 1 0 735089 74 3 6 5 0 2 6 1 0 0 3 7 0 0 0 0 0 0 3 11 0 
5084 1975 2 2 58330 0 1 735130 87 445 53 213 104 98 151 1 6 4 13 4 0 0 0 0 0 0 3 11 0 
1777 1980 0 4 25965 0 0 734657 29 2 2 11 41 7 11 1 2 0 3 8 0 0 0 0 0 0 3 11 0 
8162 1956 3 3 14661 0 0 734776 88 4 1 11 6 2 2 1 1 0 3 6 0 0 0 0 0 0 3 11 0 
10826 1959 2 4 18690 0 0 734768 77 6 1 7 23 4 19 1 1 1 2 8 0 0 0 0 0 0 3 11 0 
8754 1974 4 3 45068 0 1 734911 25 14 0 3 0 0 3 1 1 0 2 7 0 0 0 0 0 0 3 11 0 
1987 1987 0 0 21063 1 0 735040 34 1 10 11 19 3 15 2 2 0 3 6 0 0 0 0 0 0 3 11 0 
11007 1968 4 4 29187 1 0 734904 43 26 0 6 0 0 2 1 1 0 3 8 0 0 0 0 0 0 3 11 0 
7426 1971 1 4 54690 1 1 735082 76 111 16 37 7 9 18 3 3 1 5 3 0 0 0 0 0 0 3 11 0 
9153 1964 4 4 59304 0 1 734984 81 418 61 428 80 51 10 3 7 8 10 5 0 0 0 0 0 0 3 11 0 
10379 1962 3 0 59247 0 2 735083 87 327 9 122 19 14 83 5 5 2 9 6 0 0 0 0 0 0 3 11 0 
9204 1970 2 2 66731 0 1 734662 33 371 159 194 58 106 141 4 4 3 6 3 0 0 0 0 0 0 3 11 0 
3197 1980 2 4 77353 0 1 735121 38 275 59 107 69 101 59 2 6 4 8 4 0 0 0 0 0 0 3 11 0 
2920 1975 4 0 52614 0 1 734741 63 789 0 142 12 9 38 2 2 4 8 8 0 0 0 0 0 0 3 11 0 
6961 1974 2 4 26751 2 0 735282 26 1 1 5 0 3 1 1 1 0 2 8 0 0 0 0 0 0 3 11 0 
4673 1963 4 4 81300 0 1 734710 17 1004 12 145 32 12 36 3 10 3 5 5 0 0 0 1 0 0 3 11 1 
9937 1979 2 0 70337 0 0 735142 75 187 81 149 25 43 91 1 2 2 12 1 0 0 0 0 0 0 3 11 0 
8779 1985 1 4 36145 1 0 734941 13 56 4 76 17 1 18 4 4 1 3 9 1 0 0 0 0 0 3 11 1 
9596 1980 4 0 65295 0 0 735128 19 365 32 117 34 110 6 1 3 3 13 2 0 0 0 0 0 0 3 11 0 
2891 1963 2 1 68118 0 1 735063 51 595 23 123 10 23 154 2 8 9 4 6 0 0 0 0 0 0 3 11 0 
4910 1967 2 1 68743 0 0 734650 81 1132 134 384 175 134 115 1 11 5 13 7 0 0 0 0 0 0 3 11 0 
75 1982 1 3 41039 0 0 734980 32 34 11 137 179 61 45 1 8 1 5 8 0 0 0 0 0 0 3 11 0 
10120 1955 2 3 38946 0 1 735069 84 116 6 82 6 6 41 2 3 1 6 5 0 0 0 0 0 0 3 11 0 
6327 1967 2 3 65777 0 0 735124 87 565 32 435 28 32 54 1 2 8 6 1 0 0 0 0 0 0 3 11 0 
10142 1976 4 1 66476 0 1 734842 99 372 18 126 47 48 78 2 5 2 11 4 0 0 0 0 0 0 3 11 0 
9826 1972 4 0 86857 0 0 734662 96 899 102 838 133 102 40 1 5 6 10 2 0 0 0 0 0 0 3 11 1 
1501 1982 4 4 160803 0 0 734624 21 55 16 1622 17 3 4 15 0 28 1 0 0 0 0 0 0 0 3 11 0 
10767 1989 4 3 77845 0 0 735276 40 760 40 480 0 40 26 1 3 5 12 1 0 0 1 1 0 0 3 11 0 
7279 1969 4 3 69476 0 0 735045 3 260 86 559 63 9 67 1 4 6 4 2 0 0 0 0 0 0 3 11 0 
7230 1960 4 1 50611 0 1 734684 98 459 0 24 6 0 4 6 4 5 7 6 0 1 0 0 0 0 3 11 1 
143 1970 2 0 61209 0 0 735010 73 466 0 224 119 49 99 1 5 3 4 2 0 0 0 0 0 0 3 11 0 
450 1958 3 3 42315 0 1 734967 90 67 15 80 17 11 80 3 1 4 4 3 0 0 0 0 0 0 3 11 0 
9316 1952 0 3 13084 0 0 735077 29 2 0 7 3 7 10 1 1 0 3 6 0 0 0 0 0 0 3 11 0 
6379 1949 3 2 47570 1 1 734924 3 67 1 20 0 2 31 3 2 2 2 7 0 0 0 0 0 0 3 11 1 
9239 1961 3 4 61923 0 2 734981 94 92 4 18 3 3 6 1 2 1 4 3 0 0 0 0 0 0 3 11 0 
8315 1995 2 0 34824 0 0 735226 65 4 2 11 2 0 4 1 1 0 2 6 0 0 0 0 0 0 3 11 0 
2868 1949 4 0 26518 1 1 734873 33 20 1 28 3 3 2 3 2 0 3 8 0 0 0 0 0 0 3 11 1 
10888 1961 2 0 45938 0 0 735078 46 273 11 178 62 83 29 2 8 4 6 6 0 0 0 0 0 0 3 11 0 
1277 1960 2 3 78468 0 0 735239 29 434 22 388 104 22 34 1 10 7 10 4 0 0 0 1 0 0 3 11 0 
9977 1973 2 1 78901 0 1 735032 99 321 11 309 33 26 34 3 9 3 5 4 0 0 0 0 0 0 3 11 0 
10196 1978 2 4 71427 2 0 735212 26 212 123 177 15 64 23 2 8 2 8 4 0 0 0 0 0 0 3 11 0 
6384 1978 2 1 71022 0 1 735181 30 909 12 278 0 12 242 3 5 2 11 8 1 0 0 0 0 0 3 11 0 
8029 1988 3 0 90247 0 0 735259 27 1184 32 352 21 16 16 1 3 4 7 1 0 1 1 1 0 0 3 11 1 
968 1968 3 1 41335 1 0 735131 24 112 19 21 16 14 5 3 4 1 4 7 0 0 0 0 0 0 3 11 0 
6988 1986 2 4 71952 1 0 734785 93 656 80 455 52 107 93 2 8 4 8 4 1 0 1 0 0 0 3 11 0 
4472 1970 4 1 35682 1 0 735317 34 23 0 8 6 2 18 1 1 1 3 2 0 0 0 0 0 0 3 11 0 
6991 1951 2 1 43185 0 1 734875 88 537 6 42 16 6 30 2 9 3 6 8 0 0 0 0 0 0 3 11 0 
3336 1948 4 3 66375 0 1 735096 96 712 0 45 0 0 191 3 2 4 5 7 1 0 0 0 0 0 3 11 0 
4301 1971 3 4 35178 1 0 734785 10 23 1 13 2 2 18 1 1 1 2 7 1 0 0 0 0 0 3 11 1 
1940 1986 2 4 25252 1 0 734967 26 1 3 4 2 2 6 1 1 0 2 8 0 0 0 0 0 0 3 11 0 
1272 1965 3 0 55250 0 1 734701 49 664 58 83 32 0 66 4 7 5 10 5 0 0 0 0 0 0 3 11 0 
1388 1975 2 0 33249 1 0 734825 11 6 10 21 19 14 42 2 2 1 3 6 0 0 0 0 0 0 3 11 0 
1044 1953 2 3 58398 0 0 734909 44 299 5 201 21 21 49 3 5 4 8 4 0 0 0 0 0 0 3 11 0 
6969 1982 2 3 50272 1 0 734992 75 99 13 66 43 8 4 3 4 1 5 7 0 0 0 0 0 0 3 11 0 
10479 1975 4 4 76618 0 0 734747 64 749 40 294 121 160 147 1 3 2 5 1 0 0 0 0 0 0 3 11 0 
3619 1960 1 1 87305 0 0 734673 19 345 25 501 63 138 80 1 5 3 8 2 0 0 1 0 0 0 3 11 1 
1715 1978 2 3 25851 1 0 734816 45 9 4 18 7 5 5 2 2 0 3 7 0 0 0 0 0 0 3 11 0 
10159 1970 2 1 58710 0 1 734866 77 440 81 368 0 122 174 6 11 5 9 6 0 0 0 0 0 0 3 11 0 
1463 1958 2 0 45160 1 1 735229 9 8 2 5 3 0 3 1 1 0 2 7 0 0 0 0 0 0 3 11 0 
5114 1965 3 4 74806 0 1 734759 1 670 9 249 0 28 9 2 5 4 5 4 0 0 0 0 0 0 3 11 0 
4990 1954 2 4 59111 0 0 734897 90 524 0 134 28 28 155 1 11 1 8 7 0 0 0 0 0 0 3 11 0 
4329 1984 4 4 18988 1 0 735283 43 6 0 6 2 1 1 2 1 0 3 7 0 0 0 0 0 0 3 11 0 
10936 1965 2 4 72190 0 0 734818 79 597 166 597 172 166 249 1 5 6 4 3 0 0 0 0 0 0 3 11 0 
4692 1976 2 4 7500 1 0 734621 19 7 0 12 13 7 32 5 4 1 2 9 1 0 0 0 0 0 3 11 1 
7212 1966 2 4 44794 0 1 735298 99 54 0 7 0 0 4 1 2 0 3 6 0 0 0 0 0 0 3 11 0 
6086 1955 2 4 80395 0 0 735098 62 445 25 706 80 76 48 1 6 5 12 2 0 0 0 1 0 0 3 11 0 
437 1976 3 1 75012 0 0 735165 41 294 142 218 164 58 151 1 3 8 11 1 0 0 0 0 0 0 3 11 0 
11171 1965 3 4 56962 2 1 735056 60 292 3 77 10 3 26 7 6 3 5 7 0 0 0 0 0 0 3 11 0 
11101 1991 2 3 89891 0 0 734880 17 412 22 132 59 28 183 1 11 6 8 4 0 0 1 0 0 0 3 11 0 
5329 1949 4 1 35946 1 1 735042 24 8 0 3 0 0 0 1 0 0 3 5 0 0 0 0 0 0 3 11 0 
610 1953 4 3 53593 1 1 734627 60 349 4 78 6 0 43 8 7 2 6 8 0 0 0 0 0 0 3 11 0 
9384 1978 2 4 66373 1 1 734937 57 328 9 124 12 24 109 7 4 2 10 3 0 0 0 0 0 0 3 11 0 
5956 1948 4 1 45072 1 2 735061 74 144 2 99 7 2 30 5 6 1 4 8 0 0 0 0 0 0 3 11 0 
10430 1973 2 1 89694 1 1 735054 22 1126 28 211 37 28 42 3 4 3 4 5 0 1 1 1 0 0 3 11 0 
7875 1949 2 4 72025 0 0 735259 46 967 0 617 43 50 0 1 4 8 13 2 0 1 1 1 0 0 3 11 1 
7072 1973 2 4 67432 0 1 734864 69 432 79 341 177 136 170 2 8 5 4 4 0 0 0 0 0 0 3 11 0 
6255 1952 3 3 70545 0 1 735293 29 138 39 63 55 18 21 1 4 1 7 2 0 0 0 0 0 0 3 11 0 
6516 1989 0 4 17487 1 0 734853 37 0 0 1 7 4 6 1 1 0 2 7 0 0 0 0 0 0 3 11 0 
5564 1969 2 3 62882 0 1 734629 26 509 133 497 78 24 97 2 7 5 6 4 0 0 0 0 0 0 3 11 0 
5682 1953 4 0 64108 0 1 734858 8 948 10 86 13 21 21 4 6 9 11 5 0 0 0 0 0 0 3 11 0 
7458 1956 3 3 34941 1 1 734841 26 39 2 25 4 3 24 2 3 0 3 8 0 0 0 0 0 0 3 11 0 
5237 1950 4 0 48767 1 2 735141 79 28 1 21 3 0 10 3 2 1 3 5 0 0 0 0 0 0 3 11 0 
7761 1978 1 3 38702 1 0 734986 71 13 11 24 13 8 40 2 3 0 4 6 0 0 0 0 0 0 3 11 0 
5278 1964 2 4 82224 0 0 735165 83 307 26 360 138 31 40 1 6 9 5 3 0 0 0 1 0 0 3 11 0 
3560 1952 2 3 83844 0 0 734907 57 901 31 345 75 31 191 1 4 4 11 1 0 0 1 0 0 0 3 11 0 
7235 1975 1 4 17003 1 0 735114 37 2 5 12 4 8 7 3 2 0 4 5 0 0 0 0 0 0 3 11 0 
10548 1995 2 0 71163 0 0 735209 30 283 17 372 138 106 44 1 3 8 12 1 0 0 0 0 0 0 3 11 0 
2281 1970 2 0 33697 1 0 735030 34 4 3 7 0 3 11 1 1 0 2 7 1 0 0 0 0 0 3 11 0 
4073 1954 1 4 63564 0 0 735169 0 769 80 252 15 34 65 1 10 10 7 6 1 0 0 0 0 0 3 11 1 
6974 1972 4 3 83443 0 0 735136 89 518 42 742 55 56 84 1 6 10 5 2 0 0 0 0 0 0 3 11 0 
7938 1958 4 3 51518 0 1 735048 92 350 8 66 17 4 4 2 3 2 10 3 0 0 0 0 0 0 3 11 0 
7094 1975 2 2 58330 0 1 735130 87 445 53 213 104 98 151 1 6 4 13 4 0 0 0 0 0 0 3 11 0 
3667 1969 2 4 80952 0 0 734833 20 778 178 689 41 27 44 1 8 5 11 8 0 1 1 1 0 0 3 11 1 
7723 1979 2 3 75507 0 0 735262 56 709 93 374 104 80 80 1 8 6 6 3 0 0 0 0 0 0 3 11 0 
3870 1978 1 3 63855 0 0 734814 28 359 35 314 93 116 89 1 7 3 13 4 0 0 0 0 0 0 3 11 0 
4012 1972 4 3 62220 0 1 734631 55 799 12 375 16 12 12 5 7 6 5 6 0 0 0 0 0 0 3 11 1 
5909 1964 2 4 58512 0 1 735034 25 895 10 101 13 0 152 5 3 4 8 8 0 0 0 0 0 0 3 11 0 
10470 1979 3 4 40662 1 0 734850 0 40 2 23 0 4 23 2 2 1 3 4 0 0 0 0 0 0 3 11 0 
6488 1959 4 4 38829 0 1 735236 86 76 0 7 0 0 16 1 3 2 2 5 0 0 0 0 0 0 3 11 0 
10270 1981 1 4 35523 1 0 735048 8 11 5 22 12 5 11 2 3 0 3 7 0 0 0 0 0 0 3 11 0 
6887 1967 2 0 79146 1 1 735254 33 245 16 223 21 43 16 2 8 1 8 6 0 0 0 0 0 0 3 11 0 
6406 1988 3 4 78285 0 0 735073 13 647 107 391 175 67 40 1 6 4 10 3 0 0 0 0 0 0 3 11 0 
7573 1978 4 0 31626 1 0 734905 12 39 1 9 2 1 34 1 2 1 2 7 1 0 0 0 0 0 3 11 1 
4508 1952 2 0 75127 0 0 735282 92 203 35 305 46 17 227 1 2 11 5 1 0 0 0 0 0 0 3 11 0 
221 1955 2 4 48726 0 1 734892 90 138 3 38 4 0 59 3 3 2 4 6 0 0 0 0 0 0 3 11 0 
5331 1977 2 4 74985 0 0 734661 8 587 51 898 247 0 86 1 3 6 7 2 0 0 0 0 0 0 3 11 0 
1911 1987 2 3 67430 0 0 734655 6 595 97 291 127 133 121 1 11 5 12 6 0 0 0 0 0 0 3 11 0 
20 1965 1 4 46891 0 1 735016 91 43 12 23 29 15 61 1 2 1 4 4 0 0 0 0 0 0 3 11 0 
8786 1956 3 4 62058 0 1 734921 52 301 7 74 10 0 58 4 6 1 7 6 0 0 0 0 0 0 3 11 0 
10582 1979 2 4 72063 0 1 734958 3 180 32 348 76 32 90 2 5 2 12 2 0 0 0 0 0 0 3 11 0 
1915 1951 4 4 78939 0 0 735117 57 794 115 243 150 0 205 1 8 5 6 3 0 0 0 0 0 0 3 11 0 
8897 1965 2 0 42720 1 1 734889 9 392 5 91 28 26 112 8 7 3 7 8 0 0 0 0 0 0 3 11 1 
2371 1972 2 4 33622 1 1 734878 22 39 1 22 3 4 12 3 2 0 4 7 0 0 0 0 0 0 3 11 0 
4303 1957 4 3 6835 0 1 734748 76 107 2 12 2 2 12 0 0 0 1 20 0 0 0 0 0 0 3 11 0 
6825 1953 2 3 41452 1 1 734841 86 13 0 3 0 0 0 1 1 0 2 7 0 0 0 0 0 0 3 11 0 
1072 1965 4 0 40760 0 1 735015 64 70 0 17 0 0 6 2 2 1 3 6 0 0 0 0 0 0 3 11 0 
